pff_variable,base_variable,census_variable,domain,rounding,source,variable_name,census_variable_2018,table_2018,census_variable_2019,table_2019
fami200pl,fam2,DP03_0085,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$200,000 or more",DP03_0085,DP03,,
fami200pl,fam2,DP03_0085,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$200,000 or more",DP03_0085,DP03,,
fami25t34,fam2,DP03_0079,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$25,000 to $34,999",DP03_0079,DP03,,
fami25t34,fam2,DP03_0079,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$25,000 to $34,999",DP03_0079,DP03,,
nfam2,nfam2,DP03_0089,economic,0,profile,!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households,DP03_0089,DP03,,
nfam2,nfam2,DP03_0089,economic,0,profile, !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households,DP03_0089,DP03,,
pop16pl,pop16pl,DP03_0001,economic,0,profile, !!EMPLOYMENT STATUS!!Population 16 years and over,DP03_0001,DP03,,
fft5t7p5,mdefftwrk,B20005_055,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$5,000 to $7,499",B20005_055,B20005,,
ern5t7pt5,mdewrk,B20005_055,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$5,000 to $7,499",B20005_055,B20005,,
mdhhi40t44,mdhhinc,B19001_009,economic,0,,"!!Total!!$40,000 to $44,999",B19001_009,B19001,,
e22pt5t25,mdewrk,B20005_015,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$22,500 to $24,999",B20005_015,B20005,,
mf22p5t25,mdemftwrk,B20005_015,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$22,500 to $24,999",B20005_015,B20005,,
e22pt5t25,mdewrk,B20005_085,economic,0,,"!!Total!!Female!!Other!!With earnings!!$22,500 to $24,999",B20005_085,B20005,,
e22pt5t25,mdewrk,B20005_062,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$22,500 to $24,999",B20005_062,B20005,,
ff22p5t25,mdefftwrk,B20005_062,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$22,500 to $24,999",B20005_062,B20005,,
e22pt5t25,mdewrk,B20005_038,economic,0,,"!!Total!!Male!!Other!!With earnings!!$22,500 to $24,999",B20005_038,B20005,,
mgbsciart,cvem16pl2,DP03_0027,economic,0,profile," !!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",DP03_0027,DP03,,
fft7p5t10,mdefftwrk,B20005_056,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$7,500 to $9,999",B20005_056,B20005,,
e7pt5t10,mdewrk,B20005_056,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$7,500 to $9,999",B20005_056,B20005,,
cw_wlkd,wrkr16pl,DP03_0022,economic,0,profile, !!COMMUTING TO WORK!!Workers 16 years and over!!Walked,DP03_0022,DP03,,
mdfami25t29,mdfaminc,B19101_006,economic,0,,"!!Total!!$25,000 to $29,999",B19101_006,B19101,,
othnotpa,cvem16pl3,DP03_0044,economic,0,profile," !!INDUSTRY!!Civilian employed population 16 years and over!!Other services, except public administration",DP03_0044,DP03,,
mft40t45,mdemftwrk,B20005_019,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$40,000 to $44,999",B20005_019,B20005,,
ern40t45,mdewrk,B20005_019,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$40,000 to $44,999",B20005_019,B20005,,
pv125t149,poppvu2,B17024_033,economic,0,,!!Total!!12 to 17 years!!1.25 to 1.49,B17024_033,B17024,,
pv125t149,poppvu2,B17024_124,economic,0,,!!Total!!75 years and over!!1.25 to 1.49,B17024_124,B17024,,
pv125t149,poppvu2,B17024_111,economic,0,,!!Total!!65 to 74 years!!1.25 to 1.49,B17024_111,B17024,,
pv125t149,poppvu2,B17024_098,economic,0,,!!Total!!55 to 64 years!!1.25 to 1.49,B17024_098,B17024,,
pv125t149,poppvu2,B17024_020,economic,0,,!!Total!!6 to 11 years!!1.25 to 1.49,B17024_020,B17024,,
pv125t149,poppvu2,B17024_007,economic,0,,!!Total!!Under 6 years!!1.25 to 1.49,B17024_007,B17024,,
pv125t149,poppvu2,B17024_046,economic,0,,!!Total!!18 to 24 years!!1.25 to 1.49,B17024_046,B17024,,
pv125t149,poppvu2,B17024_072,economic,0,,!!Total!!35 to 44 years!!1.25 to 1.49,B17024_072,B17024,,
pv125t149,poppvu2,B17024_059,economic,0,,!!Total!!25 to 34 years!!1.25 to 1.49,B17024_059,B17024,,
pv125t149,poppvu2,B17024_085,economic,0,,!!Total!!45 to 54 years!!1.25 to 1.49,B17024_085,B17024,,
mdfami40t44,mdfaminc,B19101_009,economic,0,,"!!Total!!$40,000 to $44,999",B19101_009,B19101,,
aghhinc,mnhhinc,B19025_001,economic,0,,!!Aggregate household income in the past 12 months (in 2018 inflation-adjusted dollars),B19025_001,B19025,,
nfmi35t39,mdnfinc,B19201_008,economic,0,,"!!Total!!$35,000 to $39,999",B19201_008,B19201,,
mdhhinc,median,DP03_0062,economic,0,profile,!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Median household income (dollars),DP03_0062,DP03,,
mdhhinc,median,DP03_0062,economic,0,profile, !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Median household income (dollars),DP03_0062,DP03,,
nfmi20t24,mdnfinc,B19201_005,economic,0,,"!!Total!!$20,000 to $24,999",B19201_005,B19201,,
wrkrnothm,mntrvtm,DP03_0024,economic,0,profile,!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,DP03_0024,DP03,,
wrkrnothm,mntrvtm,DP03_0024,economic,0,profile, !!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,DP03_0024,DP03,,
cw_wrkdhm,wrkr16pl,DP03_0024,economic,0,profile,!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,DP03_0024,DP03,,
cw_wrkdhm,wrkr16pl,DP03_0024,economic,0,profile, !!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,DP03_0024,DP03,,
info,cvem16pl3,DP03_0039,economic,0,profile, !!INDUSTRY!!Civilian employed population 16 years and over!!Information,DP03_0039,DP03,,
mft30t35,mdemftwrk,B20005_017,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$30,000 to $34,999",B20005_017,B20005,,
ern30t35,mdewrk,B20005_017,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$30,000 to $34,999",B20005_017,B20005,,
ff12p5t15,mdefftwrk,B20005_058,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$12,500 to $14,999",B20005_058,B20005,,
e12pt5t15,mdewrk,B20005_058,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$12,500 to $14,999",B20005_058,B20005,,
cvem16pl1,pop16pl,DP03_0004,economic,0,profile, !!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,DP03_0004,DP03,,
e10t12pt5,mdewrk,B20005_033,economic,0,,"!!Total!!Male!!Other!!With earnings!!$10,000 to $12,499",B20005_033,B20005,,
e10t12pt5,mdewrk,B20005_010,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$10,000 to $12,499",B20005_010,B20005,,
mf10t12p5,mdemftwrk,B20005_010,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$10,000 to $12,499",B20005_010,B20005,,
e10t12pt5,mdewrk,B20005_080,economic,0,,"!!Total!!Female!!Other!!With earnings!!$10,000 to $12,499",B20005_080,B20005,,
agffhm,cvem16pl3,DP03_0033,economic,0,profile," !!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",DP03_0033,DP03,,
mdfi125t149,mdfaminc,B19101_015,economic,0,,"!!Total!!$125,000 to $149,999",B19101_015,B19101,,
mdfaminc,median,DP03_0086,economic,0,profile,!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars),DP03_0086,DP03,,
mdfaminc,median,DP03_0086,economic,0,profile, !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars),DP03_0086,DP03,,
mdhhi75t99,mdhhinc,B19001_013,economic,0,,"!!Total!!$75,000 to $99,999",B19001_013,B19001,,
fft35t40,mdefftwrk,B20005_065,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$35,000 to $39,999",B20005_065,B20005,,
ern35t40,mdewrk,B20005_065,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$35,000 to $39,999",B20005_065,B20005,,
pvhins,cvnipop2,DP03_0097,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,DP03_0097,DP03,,
mdhhi45t49,mdhhinc,B19001_010,economic,0,,"!!Total!!$45,000 to $49,999",B19001_010,B19001,,
och6t17,och6t17,DP03_0016,economic,0,profile, !!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,DP03_0016,DP03,,
fambwpv,fampvu,B17010_002,economic,0,,!!Total!!Income in the past 12 months below poverty level,B17010_002,B17010,,
pbhins,cvnipop2,DP03_0098,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,DP03_0098,DP03,,
edhlthcsa,cvem16pl3,DP03_0042,economic,0,profile," !!INDUSTRY!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance",DP03_0042,DP03,,
ern35t40,mdewrk,B20005_018,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$35,000 to $39,999",B20005_018,B20005,,
mft35t40,mdemftwrk,B20005_018,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$35,000 to $39,999",B20005_018,B20005,,
ern35t40,mdewrk,B20005_088,economic,0,,"!!Total!!Female!!Other!!With earnings!!$35,000 to $39,999",B20005_088,B20005,,
ern35t40,mdewrk,B20005_041,economic,0,,"!!Total!!Male!!Other!!With earnings!!$35,000 to $39,999",B20005_041,B20005,,
cvniu18_2,cvniu18_2,DP03_0100,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years,DP03_0100,DP03,,
cvniu18_2,cvniu18_2,DP03_0100,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years,DP03_0100,DP03,,
pvu50,poppvu2,B17024_029,economic,0,,!!Total!!12 to 17 years!!Under .50,B17024_029,B17024,,
pvu50,poppvu2,B17024_094,economic,0,,!!Total!!55 to 64 years!!Under .50,B17024_094,B17024,,
pvu50,poppvu2,B17024_055,economic,0,,!!Total!!25 to 34 years!!Under .50,B17024_055,B17024,,
pvu50,poppvu2,B17024_068,economic,0,,!!Total!!35 to 44 years!!Under .50,B17024_068,B17024,,
pvu50,poppvu2,B17024_107,economic,0,,!!Total!!65 to 74 years!!Under .50,B17024_107,B17024,,
pvu50,poppvu2,B17024_042,economic,0,,!!Total!!18 to 24 years!!Under .50,B17024_042,B17024,,
pvu50,poppvu2,B17024_081,economic,0,,!!Total!!45 to 54 years!!Under .50,B17024_081,B17024,,
pvu50,poppvu2,B17024_120,economic,0,,!!Total!!75 years and over!!Under .50,B17024_120,B17024,,
pvu50,poppvu2,B17024_016,economic,0,,!!Total!!6 to 11 years!!Under .50,B17024_016,B17024,,
pvu50,poppvu2,B17024_003,economic,0,,!!Total!!Under 6 years!!Under .50,B17024_003,B17024,,
ern30t35,mdewrk,B20005_040,economic,0,,"!!Total!!Male!!Other!!With earnings!!$30,000 to $34,999",B20005_040,B20005,,
ern30t35,mdewrk,B20005_087,economic,0,,"!!Total!!Female!!Other!!With earnings!!$30,000 to $34,999",B20005_087,B20005,,
nfmi10t14,mdnfinc,B19201_003,economic,0,,"!!Total!!$10,000 to $14,999",B19201_003,B19201,,
hhi50t74,hh2,DP03_0057,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$50,000 to $74,999",DP03_0057,DP03,,
hhi50t74,hh2,DP03_0057,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$50,000 to $74,999",DP03_0057,DP03,,
ff20t22p5,mdefftwrk,B20005_061,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$20,000 to $22,499",B20005_061,B20005,,
e20t22pt5,mdewrk,B20005_061,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$20,000 to $22,499",B20005_061,B20005,,
hhi10t14,hh2,DP03_0053,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$10,000 to $14,999",DP03_0053,DP03,,
hhi10t14,hh2,DP03_0053,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$10,000 to $14,999",DP03_0053,DP03,,
famiu10,fam2,DP03_0076,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!Less than $10,000",DP03_0076,DP03,,
famiu10,fam2,DP03_0076,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!Less than $10,000",DP03_0076,DP03,,
cw_pbtrns,wrkr16pl,DP03_0021,economic,0,profile, !!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),DP03_0021,DP03,,
hins,cvnipop2,DP03_0096,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,DP03_0096,DP03,,
e20t22pt5,mdewrk,B20005_037,economic,0,,"!!Total!!Male!!Other!!With earnings!!$20,000 to $22,499",B20005_037,B20005,,
e20t22pt5,mdewrk,B20005_014,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$20,000 to $22,499",B20005_014,B20005,,
mf20t22p5,mdemftwrk,B20005_014,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$20,000 to $22,499",B20005_014,B20005,,
e20t22pt5,mdewrk,B20005_084,economic,0,,"!!Total!!Female!!Other!!With earnings!!$20,000 to $22,499",B20005_084,B20005,,
ff15t17p5,mdefftwrk,B20005_059,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$15,000 to $17,499",B20005_059,B20005,,
e15t17pt5,mdewrk,B20005_059,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$15,000 to $17,499",B20005_059,B20005,,
mdhhi25t29,mdhhinc,B19001_006,economic,0,,"!!Total!!$25,000 to $29,999",B19001_006,B19001,,
mdfami75t99,mdfaminc,B19101_013,economic,0,,"!!Total!!$75,000 to $99,999",B19101_013,B19101,,
f16plcvlf,f16pl,DP03_0012,economic,0,profile, !!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,DP03_0012,DP03,,
ern45t50,mdewrk,B20005_020,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$45,000 to $49,999",B20005_020,B20005,,
mft45t50,mdemftwrk,B20005_020,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$45,000 to $49,999",B20005_020,B20005,,
ern45t50,mdewrk,B20005_067,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$45,000 to $49,999",B20005_067,B20005,,
fft45t50,mdefftwrk,B20005_067,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$45,000 to $49,999",B20005_067,B20005,,
ern45t50,mdewrk,B20005_043,economic,0,,"!!Total!!Male!!Other!!With earnings!!$45,000 to $49,999",B20005_043,B20005,,
ern45t50,mdewrk,B20005_090,economic,0,,"!!Total!!Female!!Other!!With earnings!!$45,000 to $49,999",B20005_090,B20005,,
cw_oth,wrkr16pl,DP03_0023,economic,0,profile, !!COMMUTING TO WORK!!Workers 16 years and over!!Other means,DP03_0023,DP03,,
mdhhiu10,mdhhinc,B19001_002,economic,0,,"!!Total!!Less than $10,000",B19001_002,B19001,,
mftu2pt5k,mdemftwrk,B20005_006,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$1 to $2,499 or loss",B20005_006,B20005,,
ernu2pt5k,mdewrk,B20005_006,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$1 to $2,499 or loss",B20005_006,B20005,,
mdhi125t149,mdhhinc,B19001_015,economic,0,,"!!Total!!$125,000 to $149,999",B19001_015,B19001,,
uem,uem,DP03_0109,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed,DP03_0109,DP03,,
uem,uem,DP03_0109,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed,DP03_0109,DP03,,
emnhins,cvlfem,DP03_0108,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,DP03_0108,DP03,,
emnhins,cvlfem,DP03_0108,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,DP03_0108,DP03,,
ern2pt5t5,mdewrk,B20005_054,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$2,500 to $4,999",B20005_054,B20005,,
fft2p5t5,mdefftwrk,B20005_054,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$2,500 to $4,999",B20005_054,B20005,,
ern2pt5t5,mdewrk,B20005_077,economic,0,,"!!Total!!Female!!Other!!With earnings!!$2,500 to $4,999",B20005_077,B20005,,
ern2pt5t5,mdewrk,B20005_030,economic,0,,"!!Total!!Male!!Other!!With earnings!!$2,500 to $4,999",B20005_030,B20005,,
fft100pl,mdefftwrk,B20005_072,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$100,000 or more",B20005_072,B20005,,
ern100pl,mdewrk,B20005_072,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$100,000 or more",B20005_072,B20005,,
nfi200pl,mdnfinc,B19201_017,economic,0,,"!!Total!!$200,000 or more",B19201_017,B19201,,
nhins,cvnipop2,DP03_0099,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,DP03_0099,DP03,,
oc6t17plf,och6t17,DP03_0017,economic,0,profile, !!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force,DP03_0017,DP03,,
nlfhins,nlf2,DP03_0115,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,DP03_0115,DP03,,
nlfhins,nlf2,DP03_0115,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,DP03_0115,DP03,,
e12pt5t15,mdewrk,B20005_081,economic,0,,"!!Total!!Female!!Other!!With earnings!!$12,500 to $14,999",B20005_081,B20005,,
e12pt5t15,mdewrk,B20005_011,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$12,500 to $14,999",B20005_011,B20005,,
mf12p5t15,mdemftwrk,B20005_011,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$12,500 to $14,999",B20005_011,B20005,,
e12pt5t15,mdewrk,B20005_034,economic,0,,"!!Total!!Male!!Other!!With earnings!!$12,500 to $14,999",B20005_034,B20005,,
hhi15t24,hh2,DP03_0054,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$15,000 to $24,999",DP03_0054,DP03,,
hhi15t24,hh2,DP03_0054,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$15,000 to $24,999",DP03_0054,DP03,,
f16pllf,f16pl,DP03_0011,economic,0,profile, !!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,DP03_0011,DP03,,
nf100t124,mdnfinc,B19201_014,economic,0,,"!!Total!!$100,000 to $124,999",B19201_014,B19201,,
lf,pop16pl,DP03_0002,economic,0,profile, !!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,DP03_0002,DP03,,
ern5t7pt5,mdewrk,B20005_078,economic,0,,"!!Total!!Female!!Other!!With earnings!!$5,000 to $7,499",B20005_078,B20005,,
ern5t7pt5,mdewrk,B20005_031,economic,0,,"!!Total!!Male!!Other!!With earnings!!$5,000 to $7,499",B20005_031,B20005,,
fami75t99,fam2,DP03_0082,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$75,000 to $99,999",DP03_0082,DP03,,
fami75t99,fam2,DP03_0082,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$75,000 to $99,999",DP03_0082,DP03,,
mdhhi50t59,mdhhinc,B19001_011,economic,0,,"!!Total!!$50,000 to $59,999",B19001_011,B19001,,
gvtwrkr,cvem16pl4,DP03_0048,economic,0,profile, !!CLASS OF WORKER!!Civilian employed population 16 years and over!!Government workers,DP03_0048,DP03,,
mdhhi10t14,mdhhinc,B19001_003,economic,0,,"!!Total!!$10,000 to $14,999",B19001_003,B19001,,
mdfi100t124,mdfaminc,B19101_014,economic,0,,"!!Total!!$100,000 to $124,999",B19101_014,B19101,,
fi100t149,fam2,DP03_0083,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$100,000 to $149,999",DP03_0083,DP03,,
fi100t149,fam2,DP03_0083,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$100,000 to $149,999",DP03_0083,DP03,,
mft100pl,mdemftwrk,B20005_025,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$100,000 or more",B20005_025,B20005,,
ern100pl,mdewrk,B20005_025,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$100,000 or more",B20005_025,B20005,,
e15t17pt5,mdewrk,B20005_035,economic,0,,"!!Total!!Male!!Other!!With earnings!!$15,000 to $17,499",B20005_035,B20005,,
e15t17pt5,mdewrk,B20005_082,economic,0,,"!!Total!!Female!!Other!!With earnings!!$15,000 to $17,499",B20005_082,B20005,,
e15t17pt5,mdewrk,B20005_012,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$15,000 to $17,499",B20005_012,B20005,,
mf15t17p5,mdemftwrk,B20005_012,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$15,000 to $17,499",B20005_012,B20005,,
uempbhins,uem,DP03_0112,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,DP03_0112,DP03,,
uempbhins,uem,DP03_0112,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,DP03_0112,DP03,,
cw_drvaln,wrkr16pl,DP03_0019,economic,0,profile," !!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone",DP03_0019,DP03,,
lfarmdf,pop16pl,DP03_0006,economic,0,profile, !!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,DP03_0006,DP03,,
nfmi60t74,mdnfinc,B19201_012,economic,0,,"!!Total!!$60,000 to $74,999",B19201_012,B19201,,
ern100pl,mdewrk,B20005_095,economic,0,,"!!Total!!Female!!Other!!With earnings!!$100,000 or more",B20005_095,B20005,,
ern100pl,mdewrk,B20005_048,economic,0,,"!!Total!!Male!!Other!!With earnings!!$100,000 or more",B20005_048,B20005,,
ern65t75,mdewrk,B20005_093,economic,0,,"!!Total!!Female!!Other!!With earnings!!$65,000 to $74,999",B20005_093,B20005,,
ern65t75,mdewrk,B20005_023,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$65,000 to $74,999",B20005_023,B20005,,
mft65t75,mdemftwrk,B20005_023,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$65,000 to $74,999",B20005_023,B20005,,
ern65t75,mdewrk,B20005_070,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$65,000 to $74,999",B20005_070,B20005,,
fft65t75,mdefftwrk,B20005_070,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$65,000 to $74,999",B20005_070,B20005,,
ern65t75,mdewrk,B20005_046,economic,0,,"!!Total!!Male!!Other!!With earnings!!$65,000 to $74,999",B20005_046,B20005,,
inc_sosec,hh2,DP03_0066,economic,0,profile,!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Social Security,DP03_0066,DP03,,
inc_sosec,hh2,DP03_0066,economic,0,profile, !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Social Security,DP03_0066,DP03,,
srvc,cvem16pl2,DP03_0028,economic,0,profile, !!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,DP03_0028,DP03,,
prfsmgawm,cvem16pl3,DP03_0041,economic,0,profile," !!INDUSTRY!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services",DP03_0041,DP03,,
inc_snap,hh2,DP03_0074,economic,0,profile,!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Food Stamp/SNAP benefits in the past 12 months,DP03_0074,DP03,,
inc_snap,hh2,DP03_0074,economic,0,profile, !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Food Stamp/SNAP benefits in the past 12 months,DP03_0074,DP03,,
e17pt5t20,mdewrk,B20005_036,economic,0,,"!!Total!!Male!!Other!!With earnings!!$17,500 to $19,999",B20005_036,B20005,,
e17pt5t20,mdewrk,B20005_083,economic,0,,"!!Total!!Female!!Other!!With earnings!!$17,500 to $19,999",B20005_083,B20005,,
